Image,Source,Type,CX,CY,X_min,Y_min,W,H,Area
377.tif,Total,white,397,273,370,259,55,28,1007.5
43.tif,Total,black,223,295,185,251,75,88,3764.0
43.tif,Total,black,566,349,556,336,19,32,451.5
43.tif,Total,black,377,547,323,505,118,70,5113.0
43.tif,Total,white,247,26,201,0,104,63,3788.5
43.tif,Total,white,220,366,201,347,38,41,1066.0
43.tif,Total,white,505,523,493,507,23,32,506.0
43.tif,Total,white,62,131,54,114,16,35,381.0
43.tif,Total,white,92,425,75,392,39,70,1767.0
43.tif,Total,black,261,87,249,69,27,36,709.0
43.tif,Total,black,83,4,63,0,44,11,417.0
43.tif,Total,black,101,261,89,253,24,17,308.5
42.tif,Total,white,256,443,229,397,57,91,3086.5
42.tif,Total,black,341,250,266,54,190,315,23030.5
233.tif,Total,black,265,139,240,125,47,30,917.5
233.tif,Total,black,208,107,191,97,34,21,534.0
233.tif,Total,black,249,556,223,534,50,41,1543.5
233.tif,Total,black,230,382,212,367,36,31,703.0
233.tif,Total,black,444,165,425,147,42,31,887.0
233.tif,Total,black,295,186,268,174,53,28,1074.5
233.tif,Total,black,120,355,93,337,57,36,1362.0
233.tif,Total,black,286,85,255,65,65,41,1842.5
233.tif,Total,black,556,285,532,264,43,44,1365.5
233.tif,Total,black,563,487,546,433,29,104,2193.5
233.tif,Total,black,193,511,179,500,28,22,430.0
233.tif,Total,black,56,308,30,291,49,37,1321.0
233.tif,Total,white,160,92,133,70,56,46,1601.0
233.tif,Total,white,397,179,376,169,42,23,630.0
233.tif,Total,white,386,360,367,352,41,20,514.0
233.tif,Total,white,284,503,261,490,54,25,820.0
233.tif,Total,white,40,350,14,337,53,26,932.0
233.tif,Total,white,21,411,10,404,22,16,268.0
399.tif,Total,black,42,365,2,295,79,137,5543.5
399.tif,Total,black,375,481,360,468,33,24,544.5
399.tif,Total,black,432,285,417,271,27,30,445.5
399.tif,Total,black,234,17,209,6,51,28,892.0
399.tif,Total,white,176,359,158,324,39,75,2076.5
376.tif,Total,black,204,155,146,51,120,191,14339.5
376.tif,Total,black,23,382,0,290,66,211,7888.5
376.tif,Total,white,24,165,3,125,50,84,2997.5
376.tif,Total,black,464,294,448,263,33,73,1365.5
15.tif,Total,black,251,282,220,241,57,71,2714.5
15.tif,Total,black,222,25,168,0,115,67,5424.0
15.tif,Total,black,488,91,471,66,33,50,1108.0
15.tif,Total,black,400,238,378,196,44,89,2362.0
15.tif,Total,black,441,212,426,196,30,32,615.5
15.tif,Total,black,332,379,315,366,36,33,792.5
15.tif,Total,white,246,401,228,372,35,53,930.0
15.tif,Total,white,190,467,167,444,54,49,1547.0
15.tif,Total,white,241,508,232,492,18,32,435.0
15.tif,Total,white,45,315,25,302,38,29,733.5
15.tif,Total,white,183,285,167,268,30,34,676.5
15.tif,Total,white,503,58,487,29,32,63,938.5
15.tif,Total,white,98,386,86,376,24,20,362.5
15.tif,Total,white,433,427,417,404,30,46,871.0
264.tif,Total,black,295,389,277,359,36,59,1412.5
264.tif,Total,black,429,336,399,308,64,57,1931.0
264.tif,Total,black,506,557,488,539,36,36,1018.0
264.tif,Total,black,444,465,429,447,30,37,772.5
264.tif,Total,black,167,71,153,53,29,36,767.5
264.tif,Total,black,330,60,318,50,27,20,397.0
264.tif,Total,black,553,187,534,165,39,39,952.0
264.tif,Total,black,560,372,543,358,32,29,728.5
264.tif,Total,black,155,361,138,346,31,30,643.5
264.tif,Total,black,169,493,138,478,60,29,1235.5
264.tif,Total,white,443,58,425,32,39,52,1394.0
264.tif,Total,white,171,329,158,316,28,28,619.0
264.tif,Total,white,114,320,101,308,28,26,512.0
264.tif,Total,white,450,176,429,154,41,42,1145.5
264.tif,Total,white,85,29,66,0,44,67,1687.0
264.tif,Total,white,225,352,209,340,33,23,537.5
264.tif,Total,white,243,315,228,299,30,38,816.0
264.tif,Total,white,567,515,558,499,17,32,454.5
264.tif,Total,white,128,208,116,198,25,23,394.5
264.tif,Total,white,171,209,162,199,21,21,282.5
264.tif,Total,white,89,126,76,119,29,15,235.5
264.tif,Total,white,456,431,445,423,23,20,348.5
321.tif,Total,white,268,442,221,401,100,73,5140.5
321.tif,Total,white,186,201,149,172,80,57,2136.5
321.tif,Total,black,560,116,536,83,39,68,1595.0
321.tif,Total,black,32,500,0,437,78,108,5431.5
321.tif,Total,black,298,512,243,484,110,58,4102.0
321.tif,Total,black,558,461,537,446,38,29,745.5
272.tif,Total,black,122,214,89,176,70,78,2846.5
272.tif,Total,black,159,503,129,475,54,60,1984.0
272.tif,Total,black,220,368,199,354,40,32,842.0
272.tif,Total,black,125,292,109,272,35,39,876.5
272.tif,Total,black,355,466,336,446,40,39,904.0
272.tif,Total,black,552,485,528,454,47,65,2332.5
272.tif,Total,black,342,34,322,0,42,69,2133.5
272.tif,Total,black,220,16,195,0,46,42,1141.5
272.tif,Total,white,423,355,400,323,51,58,1616.0
272.tif,Total,white,203,393,179,377,48,32,898.5
272.tif,Total,white,489,415,474,399,32,32,676.5
272.tif,Total,white,563,380,546,363,29,42,773.0
272.tif,Total,white,104,543,84,525,39,40,937.0
272.tif,Total,white,388,46,374,20,29,53,1146.0
272.tif,Total,white,227,323,215,309,26,29,517.0
272.tif,Total,white,319,489,309,471,25,36,603.5
337.tif,Total,white,148,293,139,285,20,18,286.5
337.tif,Total,white,446,91,430,76,30,31,658.5
337.tif,Total,white,213,68,191,48,42,40,951.0
337.tif,Total,white,246,89,238,80,17,18,239.5
337.tif,Total,white,372,6,362,0,21,14,250.0
337.tif,Total,white,109,298,100,288,19,21,311.5
337.tif,Total,white,24,413,14,402,21,23,380.0
337.tif,Total,white,118,560,103,544,30,31,616.5
337.tif,Total,white,324,564,309,552,31,23,626.5
337.tif,Total,white,380,434,369,423,23,22,390.5
337.tif,Total,white,399,323,391,316,17,15,201.0
337.tif,Total,white,350,303,334,292,32,23,535.0
337.tif,Total,white,399,474,391,464,18,21,284.5
337.tif,Total,white,234,228,219,195,31,63,1418.5
337.tif,Total,white,141,263,125,248,33,32,826.0
337.tif,Total,white,131,142,122,133,20,19,299.0
337.tif,Total,black,95,229,85,207,25,43,444.0
337.tif,Total,black,448,511,438,496,18,23,196.0
337.tif,Total,black,368,95,363,90,11,9,43.5
337.tif,Total,black,216,393,204,383,27,19,381.5
337.tif,Total,black,459,330,454,323,12,17,129.5
337.tif,Total,black,87,353,80,345,15,17,191.5
54.tif,Total,black,323,240,297,219,53,46,1638.5
54.tif,Total,white,387,125,361,102,49,46,1546.5
54.tif,Total,black,256,495,236,469,43,46,1156.5
54.tif,Total,white,257,249,234,231,47,39,1038.5
54.tif,Total,white,60,497,43,471,37,53,1220.5
54.tif,Total,white,341,315,318,286,46,70,2013.0
54.tif,Total,black,299,129,284,106,35,48,1127.5
54.tif,Total,black,170,85,156,68,31,35,807.5
54.tif,Total,black,77,114,57,97,40,36,1033.5
54.tif,Total,black,568,114,559,94,16,39,439.5
54.tif,Total,black,282,308,252,275,58,62,2049.0
225.tif,Total,white,126,189,71,140,124,89,4359.0
225.tif,Total,white,499,171,484,159,33,26,435.0
225.tif,Total,white,511,563,479,546,54,29,949.0
225.tif,Total,white,75,445,35,428,70,34,1447.0
225.tif,Total,white,44,322,32,313,23,18,317.0
225.tif,Total,white,289,219,271,211,36,17,377.5
225.tif,Total,white,215,223,190,215,75,21,637.5
225.tif,Total,white,218,177,205,169,26,17,291.0
225.tif,Total,white,560,361,541,343,34,37,1013.5
225.tif,Total,black,434,277,401,258,58,38,1069.0
225.tif,Total,black,342,379,300,311,89,106,3929.0
225.tif,Total,black,260,509,219,485,73,47,1889.0
225.tif,Total,black,19,430,0,403,42,55,1527.0
225.tif,Total,black,129,313,108,296,45,36,1117.0
225.tif,Total,black,48,195,0,155,104,77,3068.0
225.tif,Total,black,406,103,377,82,70,49,2013.5
225.tif,Total,black,292,183,265,160,58,49,1863.5
225.tif,Total,black,494,231,428,215,90,47,1207.5
360.tif,Total,white,500,317,490,305,21,25,410.0
360.tif,Total,white,462,307,453,299,20,16,241.0
360.tif,Total,white,106,397,92,391,25,13,221.0
360.tif,Total,black,402,131,395,118,16,26,297.5
360.tif,Total,black,270,421,252,399,41,40,944.5
360.tif,Total,black,379,354,368,333,26,38,599.0
360.tif,Total,black,494,438,482,425,26,27,468.5
360.tif,Total,black,341,525,326,512,31,29,690.0
360.tif,Total,black,135,336,125,319,20,36,522.5
360.tif,Total,black,276,317,267,299,20,40,416.5
360.tif,Total,black,279,146,264,133,34,27,540.0
360.tif,Total,black,117,217,97,198,40,39,829.5
360.tif,Total,black,27,469,14,450,28,40,652.5
360.tif,Total,black,64,438,44,418,37,44,991.5
360.tif,Total,black,474,548,452,523,42,52,1547.0
360.tif,Total,black,567,505,559,492,16,28,365.0
360.tif,Total,black,566,356,554,340,21,33,479.5
360.tif,Total,black,70,567,63,557,18,18,204.5
360.tif,Total,black,422,301,416,297,13,11,98.5
360.tif,Total,white,150,385,143,377,13,18,142.0
360.tif,Total,white,368,154,358,147,20,17,150.0
360.tif,Total,white,165,135,150,130,33,11,212.5
177.tif,Total,white,333,379,299,318,85,112,5445.5
177.tif,Total,white,392,541,370,500,41,75,2271.5
177.tif,Total,white,305,18,250,0,146,58,4219.0
177.tif,Total,white,21,334,0,300,51,67,1899.5
177.tif,Total,white,17,462,0,399,48,112,3415.5
177.tif,Total,white,564,81,551,56,24,54,1003.5
177.tif,Total,black,210,76,169,0,80,169,9822.5
177.tif,Total,black,203,389,131,320,148,132,13368.5
177.tif,Total,black,564,392,548,354,27,82,1548.5
177.tif,Total,black,554,282,527,249,48,58,1804.0
177.tif,Total,black,468,568,435,557,63,18,734.0
177.tif,Total,black,117,522,69,458,103,117,8833.0
177.tif,Total,black,96,251,38,95,104,254,13592.5
198.tif,Total,white,261,243,246,218,30,53,1110.5
198.tif,Total,white,177,132,165,111,22,42,645.0
198.tif,Total,white,163,131,147,110,37,41,902.5
198.tif,Total,white,465,149,452,134,28,34,757.5
198.tif,Total,white,480,38,473,24,15,29,334.5
198.tif,Total,white,307,465,281,423,58,97,3470.0
198.tif,Total,white,552,365,525,331,49,68,2084.0
198.tif,Total,white,147,503,135,488,24,30,564.0
198.tif,Total,black,225,466,198,430,59,71,2363.5
198.tif,Total,black,30,496,2,453,48,99,1604.0
198.tif,Total,black,10,304,0,256,27,80,1359.5
198.tif,Total,black,28,130,0,70,65,114,4079.5
198.tif,Total,black,89,36,75,0,32,79,1630.0
198.tif,Total,black,265,61,240,34,50,50,1455.5
198.tif,Total,black,98,221,76,186,50,72,2527.5
198.tif,Total,black,390,343,371,308,40,74,1730.5
198.tif,Total,black,420,130,408,113,22,35,601.5
198.tif,Total,black,557,248,533,228,42,49,1155.5
198.tif,Total,black,570,491,563,470,12,59,332.0
198.tif,Total,black,424,547,412,522,25,53,1062.0
198.tif,Total,black,477,385,453,363,48,45,1430.5
198.tif,Total,black,346,143,335,127,27,33,623.0
78.tif,Total,black,123,353,90,320,69,73,1916.0
78.tif,Total,black,109,262,65,236,82,52,1881.0
78.tif,Total,black,217,502,169,449,95,99,2496.0
78.tif,Total,black,453,362,383,309,131,104,3457.0
78.tif,Total,black,552,243,514,210,61,51,1111.0
78.tif,Total,black,402,231,367,210,74,48,1883.5
78.tif,Total,black,561,26,542,0,33,44,971.5
78.tif,Total,black,562,139,538,117,37,45,859.5
78.tif,Total,white,180,360,160,342,41,36,709.0
78.tif,Total,white,81,491,49,477,64,27,1031.0
78.tif,Total,white,103,113,85,91,39,42,810.0
78.tif,Total,white,370,153,344,129,58,48,1155.5
120.tif,Total,white,158,553,144,540,29,28,630.0
120.tif,Total,black,247,166,233,143,32,45,913.5
120.tif,Total,black,169,149,156,138,27,24,452.5
120.tif,Total,black,231,372,212,361,39,25,709.0
120.tif,Total,black,163,394,141,384,46,22,747.0
120.tif,Total,black,15,134,0,118,32,34,573.0
120.tif,Total,black,208,70,191,59,32,21,369.5
120.tif,Total,black,294,109,285,97,16,24,225.5
120.tif,Total,black,343,226,330,214,25,23,398.5
120.tif,Total,black,505,471,490,465,41,17,373.5
120.tif,Total,black,406,349,397,339,22,23,286.0
120.tif,Total,black,329,272,312,250,40,54,855.0
120.tif,Total,black,378,96,365,84,29,27,312.0
120.tif,Total,white,381,175,367,162,28,30,603.0
120.tif,Total,white,559,390,545,373,28,35,527.0
120.tif,Total,white,114,224,108,221,15,9,95.0
97.tif,Total,white,498,235,484,206,33,73,1389.0
97.tif,Total,white,79,450,62,423,37,57,1308.0
97.tif,Total,white,387,481,374,450,26,56,967.0
97.tif,Total,white,549,446,536,437,29,22,477.0
97.tif,Total,white,325,228,310,220,28,19,306.5
209.tif,Total,black,299,330,273,300,56,58,2271.5
209.tif,Total,black,350,11,332,0,43,26,848.0
209.tif,Total,black,79,150,66,132,27,35,647.0
209.tif,Total,black,174,553,156,543,35,22,567.0
209.tif,Total,black,347,561,316,541,58,34,1371.5
209.tif,Total,black,567,503,556,476,19,50,518.5
209.tif,Total,black,494,390,475,376,40,30,871.5
209.tif,Total,black,298,255,282,237,30,38,731.5
209.tif,Total,white,157,116,147,101,21,32,523.5
209.tif,Total,white,239,104,227,92,25,27,482.5
209.tif,Total,white,234,204,215,190,38,27,716.5
209.tif,Total,white,289,489,271,452,44,80,2331.5
209.tif,Total,white,218,556,197,536,44,39,1355.0
209.tif,Total,white,287,288,0,1,575,574,329474.5
209.tif,Total,white,287,287,0,0,575,575,329761.5
209.tif,Total,white,166,19,150,6,34,28,633.0
209.tif,Total,white,456,112,447,100,18,24,297.5
209.tif,Total,white,490,222,450,192,69,58,2310.0
136.tif,Total,white,78,412,56,391,43,41,1279.5
136.tif,Total,white,442,157,429,139,27,36,765.5
136.tif,Total,white,505,56,492,43,27,27,499.5
136.tif,Total,black,40,546,0,506,77,69,3792.0
136.tif,Total,black,14,425,0,394,39,70,1743.5
136.tif,Total,black,186,417,155,397,54,38,1218.0
136.tif,Total,white,431,57,420,28,23,57,1031.5
136.tif,Total,white,281,309,262,250,39,112,2516.5
136.tif,Total,white,125,16,111,0,28,34,768.5
136.tif,Total,white,298,4,290,0,21,11,163.0
136.tif,Total,black,566,151,553,112,22,65,956.0
136.tif,Total,black,567,54,557,39,18,30,428.0
81.tif,Total,white,330,446,301,424,57,46,1823.5
81.tif,Total,white,376,487,362,474,32,28,589.5
81.tif,Total,white,388,543,371,532,33,24,479.0
81.tif,Total,black,138,451,124,432,33,41,990.5
5.tif,Total,white,295,194,281,175,30,39,786.0
5.tif,Total,white,9,448,0,434,23,29,475.0
5.tif,Total,white,266,61,253,53,27,17,334.5
5.tif,Total,white,117,365,110,359,16,13,155.5
5.tif,Total,white,150,425,138,411,32,28,440.5
5.tif,Total,white,440,408,420,396,43,23,580.5
5.tif,Total,white,449,140,398,110,94,66,3712.5
5.tif,Total,white,488,11,474,0,29,24,445.5
5.tif,Total,black,559,254,542,238,33,36,784.0
5.tif,Total,black,569,345,561,332,14,32,265.5
161.tif,Total,white,221,50,167,0,101,102,7678.5
161.tif,Total,white,212,174,173,119,77,115,6849.5
161.tif,Total,white,221,557,162,529,141,46,3722.0
161.tif,Total,black,361,18,312,0,108,43,3249.5
161.tif,Total,black,292,169,264,146,58,50,2186.0
161.tif,Total,black,287,287,0,0,575,575,329944.0
161.tif,Total,black,290,245,264,219,48,57,1837.0
161.tif,Total,black,287,288,0,0,575,575,329708.0
161.tif,Total,black,425,424,389,362,76,128,6283.0
161.tif,Total,black,152,390,129,362,48,59,2017.5
161.tif,Total,black,275,92,239,38,71,100,3367.0
248.tif,Total,black,287,311,260,283,59,56,1670.0
248.tif,Total,black,63,163,47,142,32,41,812.5
248.tif,Total,white,160,325,144,308,31,35,828.5
248.tif,Total,white,139,291,126,278,25,27,521.5
248.tif,Total,white,437,543,422,529,32,29,657.5
248.tif,Total,white,168,208,151,189,33,40,926.5
248.tif,Total,white,546,95,509,69,66,57,2164.5
248.tif,Total,black,370,122,358,102,26,43,804.0
248.tif,Total,black,333,7,309,0,40,20,519.0
248.tif,Total,black,112,379,100,344,31,61,618.0
248.tif,Total,black,238,72,230,47,17,47,440.5
248.tif,Total,white,523,369,510,361,30,18,295.0
395.tif,Total,white,177,425,147,362,63,122,5157.5
395.tif,Total,black,25,374,0,255,67,219,9338.5
395.tif,Total,black,567,304,556,284,19,37,471.0
116.tif,Total,white,462,238,434,213,56,55,1965.5
116.tif,Total,black,130,326,101,301,61,48,1750.5
116.tif,Total,black,550,405,523,354,52,100,3632.5
116.tif,Total,black,117,56,105,38,24,42,488.0
116.tif,Total,black,336,169,319,141,48,56,947.5
116.tif,Total,black,15,396,2,373,33,59,1078.5
268.tif,Total,white,510,129,497,110,28,38,902.5
268.tif,Total,black,420,34,394,0,51,76,2918.5
268.tif,Total,black,278,378,254,356,48,48,1748.0
268.tif,Total,black,467,536,443,501,51,70,2565.5
268.tif,Total,black,296,125,280,105,33,43,1040.0
268.tif,Total,black,214,372,191,344,46,62,1673.5
268.tif,Total,black,465,276,448,257,35,37,899.5
268.tif,Total,black,467,339,447,326,41,28,872.5
268.tif,Total,black,80,561,61,538,37,37,903.5
268.tif,Total,black,451,195,430,155,40,82,2302.5
268.tif,Total,white,19,226,0,207,41,37,1254.5
268.tif,Total,white,299,332,285,311,32,42,874.0
268.tif,Total,white,19,115,0,78,49,70,1902.0
268.tif,Total,black,302,259,254,212,86,105,4751.5
268.tif,Total,white,570,42,563,7,12,58,338.5
268.tif,Total,white,7,491,0,466,19,45,587.0
287.tif,Total,white,464,279,425,262,79,35,1763.0
287.tif,Total,white,427,9,412,1,30,19,428.0
287.tif,Total,white,351,444,332,429,40,34,872.0
287.tif,Total,white,334,258,308,243,47,31,994.5
287.tif,Total,white,260,199,219,176,83,43,2592.5
287.tif,Total,white,209,163,184,148,49,30,1002.0
287.tif,Total,white,134,38,125,31,21,14,196.5
287.tif,Total,black,346,54,326,29,41,51,1236.5
287.tif,Total,black,158,275,129,257,55,35,1210.0
287.tif,Total,black,345,485,326,466,33,41,804.5
287.tif,Total,black,202,555,177,531,52,44,1421.5
287.tif,Total,black,57,474,18,459,76,35,1506.0
287.tif,Total,black,91,33,74,0,36,68,1596.0
287.tif,Total,black,322,434,302,417,38,36,859.0
287.tif,Total,black,490,480,464,470,49,24,645.0
287.tif,Total,black,396,192,381,181,27,27,339.0
287.tif,Total,black,494,384,483,381,28,9,152.0
287.tif,Total,black,288,101,275,91,21,18,148.5
19.tif,Total,black,314,487,289,462,55,48,1806.0
19.tif,Total,black,481,351,453,331,54,46,1543.0
19.tif,Total,black,481,398,462,376,39,44,1248.0
19.tif,Total,black,252,46,220,23,65,44,1589.5
19.tif,Total,black,471,20,444,0,48,43,1231.0
19.tif,Total,black,406,101,376,74,60,58,1943.5
19.tif,Total,black,164,315,137,293,55,47,1550.5
19.tif,Total,black,562,340,542,301,33,88,1609.0
19.tif,Total,black,6,453,0,430,17,42,490.5
19.tif,Total,black,67,14,43,0,53,35,1345.5
19.tif,Total,black,9,176,0,137,30,83,1331.0
19.tif,Total,white,288,17,259,0,59,43,1673.0
19.tif,Total,white,388,349,374,331,28,37,668.0
19.tif,Total,white,391,267,377,240,30,57,1038.0
19.tif,Total,white,81,170,52,148,59,43,1614.5
19.tif,Total,white,105,544,70,521,66,49,1277.0
19.tif,Total,white,492,97,482,85,21,25,412.0
19.tif,Total,white,161,204,148,191,26,28,555.0
141.tif,Total,white,310,348,294,336,34,25,652.0
141.tif,Total,white,482,464,464,450,38,29,796.5
141.tif,Total,white,408,334,397,327,21,15,244.5
141.tif,Total,white,41,455,25,441,34,30,788.5
141.tif,Total,white,190,569,168,563,42,12,362.0
141.tif,Total,black,198,456,146,436,104,40,2734.0
141.tif,Total,black,17,382,0,362,41,43,1261.0
141.tif,Total,white,10,21,0,13,24,19,388.5
141.tif,Total,white,56,238,43,228,29,20,437.5
141.tif,Total,white,91,378,65,362,53,32,1016.0
141.tif,Total,white,270,427,257,420,26,15,298.5
291.tif,Total,black,292,501,237,398,117,177,10254.5
291.tif,Total,white,48,104,12,2,87,199,9465.0
291.tif,Total,white,27,536,0,482,54,93,3486.0
291.tif,Total,white,452,76,415,32,68,83,3067.5
291.tif,Total,white,153,425,131,399,47,49,1627.0
157.tif,Total,white,290,560,251,541,88,34,2218.0
157.tif,Total,black,49,212,29,184,41,56,1573.0
157.tif,Total,black,452,430,407,345,86,159,5351.5
157.tif,Total,black,187,91,159,56,55,74,2889.5
157.tif,Total,black,20,348,0,284,51,120,3746.0
157.tif,Total,black,16,559,0,529,48,46,1166.0
229.tif,Total,white,365,153,327,116,75,81,3546.0
229.tif,Total,white,492,360,473,331,42,59,1862.5
229.tif,Total,white,40,551,25,535,32,33,837.5
229.tif,Total,white,80,60,61,42,39,36,1024.5
229.tif,Total,white,414,90,378,34,72,117,5328.5
229.tif,Total,black,223,317,185,248,62,106,1702.5
229.tif,Total,black,79,538,57,507,48,57,1710.0
229.tif,Total,black,280,551,255,518,55,57,2138.5
229.tif,Total,black,381,502,347,466,65,72,2996.0
229.tif,Total,black,353,299,340,272,29,48,897.0
229.tif,Total,black,544,341,515,291,55,103,3057.0
229.tif,Total,black,502,195,485,156,29,79,1383.0
229.tif,Total,black,134,43,103,5,63,74,2732.5
229.tif,Total,black,285,453,245,403,86,92,3953.5
383.tif,Total,white,229,425,185,386,92,83,6094.0
383.tif,Total,white,529,500,500,461,60,85,3591.0
383.tif,Total,white,515,293,492,259,51,76,2553.0
383.tif,Total,white,303,188,266,164,74,49,2237.5
383.tif,Total,black,368,202,355,188,30,27,522.0
383.tif,Total,black,169,422,160,395,18,57,704.0
383.tif,Total,black,100,548,91,539,18,19,229.0
383.tif,Total,black,37,433,27,416,22,37,398.5
383.tif,Total,black,443,307,431,286,21,35,402.5
383.tif,Total,black,129,125,121,111,17,31,310.5
58.tif,Total,black,420,242,389,210,58,58,2168.5
58.tif,Total,white,210,437,138,373,141,139,8640.0
58.tif,Total,white,356,392,326,346,65,98,3822.0
58.tif,Total,white,144,61,120,37,48,48,1777.0
58.tif,Total,black,339,71,272,39,137,67,5286.5
58.tif,Total,black,564,241,550,214,25,48,856.5
58.tif,Total,black,15,170,0,122,39,105,2187.5
